OverallQual,YearBuilt,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,GarageCars,SalePrice
5,1921,616,616,616,1,1,89000
5,1952,980,1148,1148,1,1,123500
5,1965,894,894,894,1,1,138500
7,2004,1391,1391,1391,2,2,196000
8,2002,1800,1800,1800,2,3,312500
7,1969,1164,1164,1164,1,2,140000
8,2006,1234,1264,2576,2,3,361919
5,1900,360,1032,1812,2,2,140000
7,2004,1473,1484,1484,2,2,213000
4,1930,0,372,1092,2,0,55000
7,1971,1643,1824,1824,2,2,302000
8,2006,1324,1324,1324,2,2,254000
7,2007,728,728,1456,2,2,179540
5,1966,876,904,904,1,1,109900
3,1935,270,729,729,1,0,52000
4,1900,859,859,1178,1,1,102776
8,1988,1228,1228,1228,2,2,189000
4,1970,960,960,960,1,2,129000
6,1976,725,725,1479,2,2,130500
6,1974,1064,1350,1350,2,2,165000
7,1890,718,1576,2554,1,2,159500
5,1973,1176,1178,1178,1,2,157000
7,1993,1311,1325,2418,2,3,341000
5,1969,971,971,971,1,1,128500
8,1985,1742,1742,1742,2,2,275000
6,2004,848,848,848,1,2,143000
4,1970,864,864,864,1,2,124500
4,1954,941,997,1470,2,1,135000
9,2007,1698,1698,1698,2,3,320000
4,1970,864,864,864,1,2,120500
6,1988,880,1680,1680,2,2,222000
7,2007,1232,1232,1232,2,2,194500
5,1958,1584,1776,1776,2,3,110000
4,1925,780,848,1208,1,2,103000
8,1995,1595,1616,1616,2,2,236500
7,2003,868,1146,1146,2,2,187500
7,1998,1153,1153,2031,2,2,222500
5,1961,864,1144,1144,1,1,131400
5,1968,948,948,948,1,1,108000
7,1914,880,880,1768,1,2,163000
3,1950,0,1040,1040,2,2,93500
8,2005,893,901,1801,2,3,239900
5,1987,1200,1200,1200,3,0,179000
7,2004,864,864,1728,2,2,190000
5,1910,264,768,1432,2,2,132000
6,1961,912,912,912,1,1,142000
7,2000,1349,1349,1349,2,2,179000
5,1963,520,1464,1464,2,2,175000
8,1993,1337,1337,1337,2,2,180000
8,1976,1142,1175,2715,3,2,299800
7,2000,952,980,2256,2,2,236000
7,1880,1240,1320,2640,1,4,265979
7,1996,1720,1720,1720,2,2,260400
4,1945,0,1088,1529,2,1,98000
4,1910,576,792,1140,1,0,96500
7,2003,660,660,1320,2,2,162000
6,1997,1479,1494,1494,2,2,217000
8,2005,1030,1038,2098,2,3,275500
6,1969,1026,1026,1026,1,2,156000
6,1999,729,742,1471,2,2,172500
8,2007,866,866,1768,2,2,212000
6,1978,672,672,1386,2,2,158900
7,1999,744,757,1501,2,2,179400
8,1995,1318,1328,2531,2,3,290000
6,1959,864,864,864,1,1,127500
5,1924,1145,1301,1301,1,2,100000
7,2009,756,764,1547,2,2,215200
8,1999,1252,1268,2365,2,3,337000
8,1995,1494,1494,1494,1,2,270000
9,2008,1498,1506,1506,2,2,264132
7,1988,980,980,1714,2,2,196500
6,1940,983,983,1750,2,1,160000
7,2004,1860,1836,1836,2,2,216837
8,2003,1650,1690,3279,3,3,538000
5,1982,858,858,858,1,2,134900
4,1951,836,1220,1220,1,2,102000
6,1976,1029,1117,1117,1,2,107000
5,1958,912,912,912,1,1,114500
8,2006,1935,1973,1973,2,3,395000
6,1998,1204,1204,1204,2,2,162000
7,2005,1614,1614,1614,2,3,221500
5,1974,864,894,894,1,2,142500
5,1977,0,2020,2020,2,2,144000
6,1977,975,1004,1004,1,2,135000
7,1995,1237,1253,1253,2,2,176000
6,1992,761,810,1603,2,2,175900
7,2001,1413,1430,1430,2,2,187100
5,1978,1097,1110,1110,1,2,165500
6,1914,742,742,1484,2,0,128000
6,1967,1372,1342,1342,2,2,161500
5,1915,686,966,1652,2,1,139000
7,2004,956,956,2084,2,2,233000
4,1954,901,901,901,1,1,107900
6,1966,832,976,2087,2,2,187500
7,2005,1145,1145,1145,2,2,160200
6,1976,1029,1062,1062,1,2,146800
7,1996,1117,1127,2013,2,2,269790
8,2007,1496,1496,1496,2,2,225000
7,1994,712,1086,1895,2,2,194500
6,1980,650,888,1564,2,2,171000
6,1977,660,1285,1285,1,2,143500
5,1953,773,773,773,1,1,110000
9,2008,1926,1966,3140,3,3,485000
5,1937,731,981,1768,1,1,175000
6,1997,616,616,1688,2,2,200000
4,1916,1196,1196,1196,1,2,109900
7,2005,728,728,1456,2,2,189000
9,2008,1734,1734,2822,3,3,582933
5,1954,936,1128,1128,1,1,118000
7,2008,1417,1428,1428,2,2,227680
5,1967,980,980,980,2,1,135500
5,1923,1324,1072,1576,1,2,223500
5,1966,1024,1086,1086,1,2,159950
5,1898,849,1075,2138,2,2,106000
6,1974,1040,1309,1309,1,2,181000
6,2004,848,848,848,1,2,144500
5,1952,540,1044,1044,1,2,55993
6,1958,1442,1442,1442,1,1,157900
5,1918,686,686,1250,1,1,116000
7,1998,1649,1661,1661,2,2,224900
5,1954,1008,1008,1008,1,1,137000
8,2002,1568,1689,1689,2,3,271000
6,1971,1010,1052,1052,1,2,155000
7,2009,1358,1358,1358,2,2,224000
7,2003,798,798,1640,2,2,183000
4,1953,936,936,936,1,2,93000
7,2003,847,847,1733,2,2,225000
6,1940,778,944,1489,2,1,139500
8,2006,1489,1489,1489,2,2,232600
10,2007,2078,2084,2084,2,3,385000
5,1924,784,784,784,1,0,109500
7,2001,1454,1434,1434,2,2,189000
5,1967,1013,1160,2126,2,2,185000
7,2005,600,520,1223,2,2,147400
6,1957,1392,1392,1392,1,2,166000
7,2005,600,520,1200,2,2,151000
7,2003,941,941,1829,2,2,237000
6,1964,1516,1516,1516,1,2,167000
5,1961,1144,1144,1144,1,2,139950
4,1950,1067,1067,1067,2,2,128000
5,1948,1559,1559,1559,1,2,153500
6,1973,483,483,987,1,1,100000
5,1995,1099,1099,1099,1,1,144000
5,1946,768,768,1200,1,1,130500
6,1925,672,810,1482,2,1,140000
5,1904,650,958,1539,2,2,157500
6,1966,1127,1165,1165,1,2,174900
5,1961,1800,1800,1800,2,0,141000
5,1915,876,876,1416,1,3,153900
5,1975,1390,1701,1701,2,2,171000
7,1993,740,1006,1775,2,2,213000
5,1972,864,864,864,1,1,133500
6,1908,907,1307,2358,3,2,240000
6,1976,528,1094,1855,2,2,187000
6,2003,848,848,848,1,2,131500
8,2003,1273,1456,1456,2,2,215000
7,1941,918,918,1646,2,1,164000
6,1964,1127,1445,1445,1,2,158000
5,1955,1763,1779,1779,1,2,170000
5,1962,1040,1040,1040,1,1,127000
6,1978,940,1026,1026,1,2,147000
6,1994,702,702,1481,2,2,174000
7,1976,1090,1370,1370,2,2,152000
6,1968,1054,1512,2654,2,2,250000
7,1918,912,912,1426,1,1,189950
5,1965,1039,1039,1039,1,2,131500
6,1984,1040,1097,1097,2,2,152000
5,1959,1148,1148,1148,1,1,132500
7,2007,1372,1372,1372,2,2,250580
5,1970,1002,1002,1002,1,2,148500
8,2006,1638,1646,1646,2,3,248900
4,1961,1040,1120,1120,1,2,129000
5,1948,0,1547,2320,2,2,169000
7,1993,1050,1062,1949,2,2,236000
5,1962,894,894,894,1,1,109500
6,1998,804,804,1682,2,2,200500
5,1953,105,910,910,1,2,116000
5,1949,832,1036,1268,1,1,133000
5,1941,676,676,1131,1,1,66500
8,2007,1184,1184,2610,2,2,303477
4,1963,1064,1040,1040,1,2,132250
9,2004,1462,1462,2224,2,3,350000
5,1961,1109,1155,1155,1,2,148000
5,1978,864,864,864,1,1,136500
5,2005,1090,1090,1090,1,2,157000
7,1990,1156,1187,1717,2,2,187500
6,1992,808,808,1593,2,2,178000
4,1912,795,954,2230,1,1,118500
5,1967,892,892,892,1,1,100000
9,1999,1698,1709,1709,2,2,328900
5,1959,1626,1712,1712,2,2,145000
5,1955,816,872,1393,1,1,135500
8,1970,2217,2217,2217,2,2,268000
6,1953,1505,1505,1505,1,2,149500
5,1949,672,672,924,1,2,122900
6,1978,918,918,1683,2,2,172500
6,1963,1059,1068,1068,1,1,154500
5,1954,1383,1383,1383,1,1,165000
5,1979,0,1535,1535,2,2,118858
6,1963,780,983,1796,1,2,140000
4,1936,951,951,951,1,1,106500
5,1979,0,1120,2240,2,2,142953
9,2009,2330,2364,2364,2,3,611657
5,1961,912,1236,1236,1,1,135000
4,1971,858,858,858,1,1,110000
5,1957,992,1306,1306,1,1,153000
7,2003,783,807,1509,2,2,180000
7,2006,1670,1670,1670,2,3,240000
5,1967,876,902,902,1,1,125500
5,1954,1056,1063,1063,1,1,128000
8,2006,1623,1636,1636,2,3,255000
7,1936,1017,1020,2057,1,1,250000
5,1983,864,902,902,1,2,131000
6,2005,742,742,1484,2,2,174000
5,1960,1105,1105,2274,2,2,154300
5,1977,1268,1268,1268,1,1,143500
5,1925,768,1015,1015,1,1,88000
5,1949,1001,1001,2002,2,3,145000
6,2009,612,612,1224,2,2,173733
4,1970,546,546,1092,1,1,75000
2,1949,480,480,480,0,1,35311
4,1956,1134,1229,1229,1,1,135000
7,1991,1104,912,2127,2,3,238000
6,1958,1184,1414,1414,1,2,176500
6,1994,928,936,1721,2,2,201000
5,1900,1272,1272,2200,2,0,145900
6,2005,1316,1316,1316,2,2,169990
6,1993,1604,1617,1617,2,2,193000
6,1980,1686,1686,1686,2,2,207500
5,1977,1126,1126,1126,2,2,175000
8,2003,1181,1234,2374,2,3,285000
7,1968,832,1098,1978,2,2,176000
8,2001,1753,1788,1788,2,2,236500
7,1997,964,993,2236,2,2,222000
8,2007,1466,1466,1466,2,3,201000
5,1965,925,925,925,1,1,117500
9,2006,1905,1905,1905,2,3,320000
7,2004,1500,1500,1500,2,2,190000
7,1960,585,2069,2069,2,2,242000
4,1926,600,747,747,1,2,79900
7,2003,1176,1200,1200,2,2,184900
7,2005,1113,1113,1971,2,2,253000
7,2006,1391,1391,1962,2,3,239799
7,1940,1032,1207,2403,2,1,244400
6,1976,1728,1728,1728,2,2,150900
7,1999,992,1022,2060,2,2,214000
4,1977,1440,1440,1440,2,0,150000
5,1967,1632,1632,1632,2,2,143000
6,1958,819,1344,1344,1,2,137500
5,1890,1088,1188,1869,1,2,124900
5,1959,1144,1144,1144,1,1,143000
8,2002,1616,1629,1629,2,3,270000
7,2002,936,936,1776,2,2,192500
6,1972,1161,1381,1381,1,2,197500
5,1950,864,864,864,1,2,129000
5,1965,828,965,965,1,1,119900
5,1972,768,768,768,1,1,133900
5,1969,784,1168,1968,2,2,172000
6,1975,945,980,980,2,0,127500
6,1946,979,979,1958,2,2,145000
6,1980,561,561,1229,1,2,124000
5,1962,1057,1057,1057,1,2,132000
7,2003,1337,1337,1337,2,2,185000
7,1999,696,696,1416,2,2,155000
5,1958,858,858,858,1,0,116500
6,1977,1330,1542,2872,2,2,272000
6,1976,804,804,1548,2,2,155000
9,2007,1800,1800,1800,2,2,239000
7,2002,817,824,1894,2,2,214900
6,2005,783,783,1484,2,2,178900
5,1940,728,976,1308,1,1,160000
5,1955,1098,1098,1098,1,1,135000
3,1910,600,600,968,1,0,37900
6,1958,588,1095,1095,1,1,140000
4,1949,720,720,1192,1,0,135000
7,2003,764,764,1626,2,2,173000
6,1979,918,918,918,2,1,99500
7,2007,1428,1428,1428,2,2,182000
7,1910,728,1136,2019,1,2,167500
7,2000,673,673,1382,2,2,165000
4,1923,440,869,869,1,0,85500
7,2006,1241,1241,1241,1,2,199900
4,1954,894,894,894,1,2,110000
5,1963,1121,1121,1121,1,2,139000
7,1961,944,999,999,1,2,178400
8,1998,1225,1276,2612,2,3,336000
7,2007,1266,1266,1266,2,2,159895
8,2002,1128,1149,2290,2,2,255900
5,1977,0,1302,1734,2,2,126000
5,1950,1164,1164,1164,1,1,125000
6,1910,485,1001,1635,1,1,117000
9,2009,1930,1940,1940,2,3,395192
6,1976,848,1118,2030,2,2,195000
7,2006,770,778,1576,2,2,197000
8,1997,1396,1407,2392,2,3,348000
8,1882,916,916,1742,1,2,168000
6,1964,822,1020,1851,2,2,187000
6,2005,750,750,1500,2,2,173900
10,2006,1700,1718,1718,2,3,337500
4,1946,747,774,1230,1,1,121600
5,1961,1050,1050,1050,1,1,136500
6,1970,1442,1442,1442,2,2,185000
3,1922,1007,1077,1077,1,1,91000
7,2006,1187,1208,1208,2,2,206000
3,1952,0,944,944,1,2,82000
5,1920,691,691,691,1,1,86000
8,2006,1574,1574,1574,2,3,232000
5,1976,1680,1680,1680,2,2,136905
7,2005,1346,1504,1504,2,2,181000
5,1977,985,985,985,2,1,149900
6,1970,1657,1657,1657,2,2,163500
4,1970,546,546,1092,1,1,88000
7,2004,1710,1710,1710,2,2,240000
5,1926,1008,1008,1522,2,0,102000
5,1948,720,720,1271,2,1,135000
5,1965,0,1664,1664,2,0,100000
6,1923,602,900,1502,1,1,165000
5,1910,1022,1022,1022,1,1,85000
6,1948,1082,1082,1082,1,1,119200
8,2001,810,810,1665,2,2,227000
7,1996,1504,1504,1504,2,2,203000
8,1984,1220,1360,1360,1,2,187500
7,1991,384,802,1472,2,2,160000
7,2005,1362,1506,1506,2,2,213490
4,2005,1132,1132,1132,1,2,176000
7,2006,1199,1220,1220,2,2,194000
5,1930,912,912,1248,1,1,87000
7,2005,1346,1504,1504,2,2,191000
8,1976,1565,2898,2898,2,2,287000
5,1972,882,882,882,1,2,112500
5,1960,1268,1264,1264,1,2,167500
8,2007,1638,1646,1646,2,3,293077
5,1941,768,968,1376,1,1,105000
6,1972,672,672,1218,1,1,118000
5,1916,686,948,1928,2,0,160000
7,1920,824,1687,3082,2,2,197000
8,1993,1338,1352,2520,2,3,310000
7,2002,1654,1654,1654,2,3,230000
5,1938,920,954,954,1,1,119750
4,1957,0,845,845,1,1,84000
9,2007,1620,1620,1620,2,3,315500
8,2001,1055,1055,2263,2,2,287000
4,1970,546,798,1344,1,0,97000
4,1970,630,630,630,1,1,80000
5,1957,1134,1803,1803,2,2,155000
6,1966,800,800,1632,1,2,173000
6,2005,1306,1306,1306,2,2,196000
7,1990,1475,1532,2329,2,2,262280
8,1981,2524,2524,2524,2,2,278000
3,1955,0,1733,1733,2,2,139600
9,2005,1992,1992,2868,3,3,556581
5,1994,990,990,990,1,2,145000
5,1960,0,1771,1771,1,2,115000
4,1946,0,930,930,1,1,84900
7,2007,1302,1302,1302,2,2,176485
7,2007,1316,1316,1316,2,2,200141
6,1964,816,1127,1977,1,2,165000
5,1957,1216,1526,1526,1,1,144500
8,2002,1065,1091,1989,2,2,255000
6,1976,1193,1523,1523,2,2,180000
7,2005,1364,1364,1364,2,2,185850
7,1994,973,979,1850,2,2,248000
9,2008,1104,1130,2184,2,3,335000
6,1932,854,1096,1991,1,2,220000
8,2001,1338,1338,1338,2,2,213500
3,1935,894,894,894,1,3,81000
5,1900,662,1422,2337,2,2,90000
6,1925,1103,1103,1103,1,2,110500
5,1966,1154,1154,1154,1,2,154000
7,1996,1306,1306,2260,2,2,328000
6,1993,799,799,1571,2,2,178000
6,1964,780,798,1611,1,2,167900
6,1973,942,1291,2521,2,2,151400
5,1949,845,893,893,1,2,135000
5,1956,1048,1048,1048,1,1,135000
6,1968,727,829,1556,1,2,154000
5,1948,810,1002,1456,1,1,91500
6,1977,690,698,1426,1,2,159500
7,2006,1240,1240,1240,2,3,194000
7,1940,800,960,1740,1,1,219500
5,1936,796,1096,1466,2,2,170000
5,1969,1096,1096,1096,1,1,138800
6,2004,848,848,848,1,2,155900
5,1994,990,990,990,1,1,126000
6,1971,1258,1258,1258,2,2,145000
5,1963,1040,1040,1040,1,1,133000
7,2002,1459,1459,1459,2,2,192000
6,1964,1251,1251,1251,1,1,160000
6,1995,691,691,1498,2,2,187500
6,1992,936,996,996,1,2,147000
4,1973,546,546,1092,1,1,83500
8,2005,1082,1082,1953,2,3,252000
7,2004,970,970,1709,2,2,137500
8,2005,1247,1247,1247,1,2,197000
3,1950,0,1040,1040,2,2,92900
7,1999,600,624,1252,2,2,160000
6,1925,1181,1390,1694,2,2,136500
5,1965,864,1200,1200,1,2,146000
5,1956,936,936,936,1,1,129000
6,2006,1314,1314,1314,2,2,176432
6,1914,684,773,1355,1,0,127000
8,1986,1074,1088,1088,1,2,170000
4,1936,672,757,1324,1,1,128000
7,1978,1271,1601,1601,2,2,157000
2,1920,290,438,438,1,1,60000
5,1971,950,950,950,1,1,119500
5,1960,1010,1134,1134,1,1,135000
6,1959,655,1194,1194,1,2,159500
5,1970,630,630,1302,2,2,106000
8,1994,1463,1500,2622,2,2,325000
7,1990,910,1442,1442,2,2,179900
7,2006,868,887,2021,2,2,274725
6,2000,924,948,1690,2,2,181000
8,2004,1836,1836,1836,2,3,280000
6,1995,773,773,1658,2,2,188000
7,1976,803,1098,1964,2,2,205000
5,1957,816,816,816,1,1,129900
5,1953,1008,1008,1008,1,1,134500
5,1954,833,833,833,1,1,117000
8,2007,1734,1734,1734,2,3,318000
8,2002,408,779,1419,2,2,184100
5,1967,894,894,894,1,2,130000
5,1958,533,1021,1601,1,1,140000
5,1959,1040,1040,1040,1,1,133700
6,1920,1012,1012,1012,1,1,118400
7,2005,1552,1552,1552,2,3,212900
4,1956,672,960,960,1,1,112000
5,1947,698,698,698,1,0,118000
7,1992,384,812,1482,2,2,163900
4,1955,1005,1005,1005,1,2,115000
7,2007,1373,1555,1555,2,3,174000
7,2004,1530,1530,1530,2,3,259000
7,2004,847,847,1959,2,2,215000
5,1980,936,936,936,1,2,140000
4,1928,1122,1328,1981,2,2,135000
5,1991,974,974,974,1,0,93500
6,1880,1008,1178,2210,2,1,117500
8,1995,1128,1142,2020,2,2,239500
6,1997,916,916,1600,2,2,169000
6,1926,960,986,986,1,1,102000
6,1950,1032,1032,1252,1,1,119000
5,1875,780,780,1020,1,0,94000
6,1977,1567,1567,1567,2,2,196000
5,1920,915,1167,1167,1,2,144000
5,1951,952,952,952,1,2,139000
5,1976,780,1088,1868,2,2,197500
8,2006,1466,1466,2828,3,3,424870
5,1959,1006,1006,1006,1,0,80000
4,1941,672,672,924,1,1,80000
5,1928,1042,1042,1576,1,1,149000
6,1985,1298,1298,1298,2,2,180000
7,1941,704,860,1564,1,1,174500
7,1926,572,572,1111,1,1,116900
7,1920,650,832,1482,1,2,143000
6,1950,932,932,932,1,1,124000
5,1959,1466,1466,1466,1,2,149900
6,1956,1073,1811,1811,1,2,230000
6,1930,816,816,816,1,1,120500
7,1965,864,902,1820,1,2,201800
5,1976,1437,1437,1437,2,2,218000
5,1965,1219,1265,1265,2,2,179900
7,2007,1314,1314,1314,2,2,230000
8,2007,1580,1580,1580,2,3,235128
6,1974,901,943,1876,2,2,185000
6,1978,855,855,1456,2,2,146000
6,1954,1296,1640,1640,1,2,224000
5,1968,894,894,894,1,2,129000
4,1969,1198,1258,1258,0,2,108959
5,1978,1360,1432,1432,1,2,194000
7,2009,1502,1502,1502,2,2,233170
8,2008,1694,1694,1694,2,3,245350
6,2000,959,959,1671,2,2,173000
6,1935,1127,1236,2108,2,2,235000
10,1995,1930,1831,3627,3,3,625000
6,1977,1096,1118,1118,1,1,171000
6,1958,1261,1261,1261,1,2,163000
7,2006,625,625,1250,2,2,171900
5,1946,1598,1636,3086,3,0,200500
6,1932,952,1170,2345,2,2,239000
8,1992,1683,2129,2872,2,2,285000
5,1984,876,923,923,1,1,119500
6,1926,818,818,1224,1,1,115000
5,1921,731,820,1343,1,1,154900
5,1954,0,1124,1124,1,0,93000
7,1990,1216,1298,2514,2,2,250000
8,2008,1600,1652,1652,2,2,392500
10,1996,2396,2411,4476,3,3,745000
5,1920,1120,1130,1130,1,2,120000
5,1963,1572,1572,1572,1,3,186700
5,1924,784,949,1221,1,1,104900
3,1900,978,1014,1699,2,2,95000
8,1994,1624,1624,1624,2,3,262000
7,2002,831,831,1660,2,2,195000
7,1999,994,1028,1804,2,2,189000
4,1961,1249,1622,1622,1,4,168000
8,1999,776,764,1441,2,2,174000
5,1925,702,842,1472,1,1,125000
6,1999,1224,1224,1224,2,2,165000
6,1969,663,663,1352,1,1,158000
6,2005,728,728,1456,2,2,176000
7,2006,879,879,1863,2,3,219210
7,1916,815,815,1690,1,1,144000
7,2001,1212,1212,1212,2,2,178000
4,1963,1051,1382,1382,1,2,148000
4,1970,864,864,864,1,1,116050
7,1998,866,866,1779,2,2,197900
5,1925,884,884,1348,1,1,117000
7,2000,1630,1630,1630,2,2,213000
5,1975,1056,1074,1074,1,2,153500
7,1990,2158,2196,2196,2,3,271900
4,1966,1056,1056,1056,1,1,107000
6,2003,1682,1700,1700,2,2,200000
5,1962,931,1283,1283,1,2,140000
8,2006,1660,1660,1660,2,2,290000
6,1992,1055,1055,1845,2,2,189000
8,1988,559,1080,1752,2,2,164000
4,1941,672,672,672,1,1,113000
4,1965,648,960,960,0,1,145000
5,1962,925,999,999,1,1,134500
5,1966,894,894,894,1,1,125000
6,1978,0,1318,1902,2,2,112000
8,2009,1300,1314,1314,2,2,229456
4,1947,0,672,912,1,0,80500
6,1971,672,672,1218,1,0,91500
5,1964,912,912,912,1,1,115000
5,1968,952,1211,1211,1,1,134000
6,1949,1040,1168,1846,2,1,143000
5,1951,2136,2136,2136,2,2,137900
7,2004,788,788,1490,2,2,184000
6,1958,588,1138,1138,1,1,145000
6,2007,894,894,1933,2,3,214000
5,1965,912,912,912,1,2,147000
9,2008,1702,1702,1702,1,3,367294
5,1960,1075,1507,1507,2,1,127000
5,1977,1361,1361,2620,2,2,190000
5,1962,1106,1190,1190,1,2,132500
4,1962,0,1224,1224,2,2,101800
5,1959,1188,1188,1188,1,2,142000
5,1911,940,1024,1964,1,0,130000
5,1914,747,892,1784,1,1,138887
7,2003,764,764,1626,2,2,175500
7,2004,847,847,1948,2,2,195000
6,2005,1141,1141,1141,1,2,142500
8,2006,1476,1484,1484,2,2,265900
7,2003,884,884,1768,2,2,224900
7,2007,1689,1689,1689,2,3,248328
7,1974,1053,1173,1173,2,2,170000
10,2006,2076,2076,2076,2,3,465000
8,1929,792,792,1517,1,2,230000
6,1984,585,1140,1868,3,2,178000
7,2005,756,756,1553,2,2,186500
6,1976,1012,1034,1034,1,3,169900
6,1917,735,1134,2058,1,2,129500
5,1950,876,988,988,1,1,119000
7,1968,2110,2110,2110,2,2,244000
7,2003,1405,1405,1405,2,2,171750
5,1968,864,874,874,1,1,130000
7,1974,1192,1516,2167,2,2,294000
7,2003,746,760,1656,2,2,165400
6,1931,884,959,1367,1,1,127500
8,1994,1986,1987,1987,2,2,301500
5,1922,864,864,864,1,0,99900
7,2005,856,1166,1166,2,2,190000
6,1969,1054,1054,1054,1,2,151000
6,1999,841,892,1675,2,2,181000
5,1956,1050,1050,1050,1,1,128900
4,1957,1104,1104,1788,1,1,161500
6,1919,764,1060,1824,1,2,180500
6,1998,1405,1337,1337,2,2,181000
7,1999,691,713,1452,2,2,183900
7,1910,925,964,1889,1,1,122000
9,2008,2002,2018,2018,2,3,378500
8,1935,728,1968,3447,3,3,381000
5,1958,874,874,1524,1,1,144000
7,1979,1332,1332,1524,0,2,260000
6,1968,1489,1489,1489,2,2,185750
5,1965,935,935,935,1,1,137000
6,1959,1019,1357,1357,1,1,177000
5,1910,661,661,1250,2,2,139000
5,1948,928,928,1920,2,2,137000
6,1972,723,735,1395,1,2,162000
6,1967,1680,1724,1724,1,2,197900
8,2002,1128,1128,2031,2,2,237000
4,1920,698,698,1128,1,2,68400
7,2002,1573,1573,1573,2,2,227000
7,1990,1309,1339,1339,2,2,180000
5,1977,1040,1040,1040,2,2,150500
6,1971,912,912,1824,2,0,139000
6,1919,804,1699,2447,2,1,169000
6,1939,780,825,1412,1,1,132500
6,1963,1328,1328,1328,1,2,143000
5,1964,1624,1582,1582,2,2,190000
8,2000,1501,1659,1659,2,2,278000
8,2006,1085,1120,1970,2,3,281000
5,1964,1152,1152,1152,1,2,180500
5,1972,630,630,1302,2,1,119500
5,1892,994,1378,2372,2,1,107500
7,1976,832,832,1664,2,2,162900
5,1955,864,864,864,1,2,115000
5,1968,1052,1052,1052,1,1,138500
5,1963,1120,1128,1128,2,2,155000
6,2005,547,1072,1072,2,2,140000
10,2008,6110,4692,5642,2,2,160000
5,1959,1246,1246,1246,1,1,154000
7,1999,978,1005,1983,2,2,225000
6,1942,771,753,1494,1,1,177500
8,1994,1165,1203,2526,2,3,290000
7,2005,1616,1616,1616,2,3,232000
7,2004,976,976,1708,2,2,130000
9,2006,1652,1652,1652,2,2,325000
7,2005,1368,1368,1368,2,2,202500
5,1994,990,990,990,1,2,138000
5,1948,924,1122,1122,1,2,147000
6,1991,1278,1294,1294,2,2,179200
7,1959,1902,1902,1902,2,2,335000
7,2005,1274,1274,1274,2,2,203000
8,1990,1453,1453,2810,2,2,302000
9,1999,1393,1422,2599,2,3,333168
4,1954,948,948,948,1,1,119000
6,1969,952,1092,2112,2,2,206900
8,2008,1622,1630,1630,2,3,295493
7,2006,1352,1352,1352,2,2,208900
8,2001,1753,1787,1787,2,3,275000
4,1954,864,948,948,1,1,111000
6,1957,1478,1478,1478,1,2,156500
3,1949,0,720,720,1,1,72500
7,1992,750,1061,1923,2,2,190000
4,1940,420,708,708,1,0,82500
8,2006,1795,1795,1795,2,3,147000
4,1922,796,796,796,1,0,55000
3,1931,544,774,774,1,0,79000
5,1982,816,816,816,1,1,130500
6,1920,1510,1584,2792,2,2,256000
7,1998,935,955,1632,2,2,176500
8,2006,1588,1588,1588,2,3,227000
5,1976,911,954,954,1,2,132500
4,1938,816,816,816,1,1,100000
5,1938,803,803,1360,1,1,125500
5,1970,765,765,1365,1,2,125000
6,1977,1350,1334,1334,2,2,167900
5,1973,1656,1656,1656,2,2,135000
4,1941,693,693,693,1,0,52500
7,2002,916,920,1861,2,2,200000
5,1972,864,864,864,1,1,128500
4,1971,858,872,872,1,4,123000
6,2003,1114,1114,1114,1,2,155000
8,2002,1284,1284,2169,2,2,228500
6,1928,896,1172,1913,1,2,177000
7,2006,728,728,1456,2,2,155835
4,1920,960,960,960,1,1,108500
7,1968,1568,2156,2156,2,2,262500
8,2006,1732,1776,1776,2,3,283463
7,1998,1482,1494,1494,2,2,215000
8,1872,684,938,2358,2,0,122000
5,1969,1248,1338,2634,2,4,200000
6,1962,858,858,1716,1,2,171000
6,1937,698,786,1176,1,2,134900
8,1995,2033,2053,3238,2,3,410000
7,2000,992,992,1865,2,3,235000
7,1968,570,1222,1920,3,2,170000
5,1966,864,892,892,1,1,110000
5,1971,1078,1078,1078,1,2,149900
6,2000,756,769,1573,2,2,177500
9,2004,1980,1980,1980,2,3,315000
5,1921,612,990,2601,3,2,189000
7,2005,1530,1530,1530,2,2,260000
4,1920,715,1281,1738,2,1,104900
6,2006,616,616,1412,2,2,156932
7,2005,600,520,1200,2,2,144152
7,2000,814,814,1674,2,2,216000
7,1999,873,882,1790,2,2,193000
5,1977,757,925,1475,2,1,127000
6,2003,848,848,848,1,2,144000
8,2003,1657,1668,1668,2,2,232000
4,1920,840,840,1374,1,1,105000
6,1955,992,1661,1661,1,1,165500
7,1998,1108,1108,2097,2,2,274300
10,2001,2633,2633,2633,2,3,466500
7,2005,1026,1026,1958,2,3,250000
8,2007,1571,1571,1571,2,3,239000
6,1930,768,790,790,1,1,91000
5,1941,984,984,1604,2,2,117000
6,1973,483,483,987,1,1,83000
5,2006,384,754,1394,2,2,167500
3,1914,864,864,864,1,1,58500
6,1970,1205,2117,2117,2,2,237500
7,1920,596,998,1762,1,2,157000
5,1918,816,1416,1416,2,2,112000
6,1939,560,698,1258,1,1,105000
4,1922,796,796,1154,1,1,125500
7,1978,1392,1392,2784,3,2,250000
6,1916,714,1664,2526,2,1,136000
9,2006,1746,1746,1746,2,3,377500
6,1941,735,869,1218,1,2,131000
7,2000,1525,1525,1525,2,2,235000
5,1967,1584,1584,1584,2,3,124000
5,1967,864,900,900,1,1,123000
6,1905,482,1221,1912,2,2,163000
7,2006,1356,1500,1500,2,3,246578
8,2005,1094,1133,2482,2,3,281213
